score_col,rank,id,score,label,pred_label,confidence,ood_score_v2,dup_score,source_path,copied_path
mislabel_score_v2_add,1,train_00261,0.9999695304924301,1,0,0.9999492168426514,0.0,0.5625,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00261.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank001_mislabel_score_v2_add_1p0000_train_00261_label1_pred0.jpg
mislabel_score_v2_add,2,train_00389,0.9993930623781153,1,0,0.9989882111549376,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00389.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank002_mislabel_score_v2_add_0p9994_train_00389_label1_pred0.jpg
mislabel_score_v2_add,3,train_00235,0.9989292217634589,1,0,0.9982145428657532,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00235.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank003_mislabel_score_v2_add_0p9989_train_00235_label1_pred0.jpg
mislabel_score_v2_add,4,train_01133,0.997265820420267,1,0,0.9954379200935364,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01133.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank004_mislabel_score_v2_add_0p9973_train_01133_label1_pred0.jpg
mislabel_score_v2_add,5,train_01009,0.9957652987814647,1,0,0.9929296374320984,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01009.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank005_mislabel_score_v2_add_0p9958_train_01009_label1_pred0.jpg
mislabel_score_v2_add,6,train_01119,0.9956579134516482,0,1,0.99275004863739,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01119.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank006_mislabel_score_v2_add_0p9957_train_01119_label0_pred1.jpg
mislabel_score_v2_add,7,train_01319,0.9946678306099074,1,0,0.9910932779312134,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01319.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank007_mislabel_score_v2_add_0p9947_train_01319_label1_pred0.jpg
mislabel_score_v2_add,8,train_00669,0.9940235458776755,0,1,0.9900143146514891,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00669.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank008_mislabel_score_v2_add_0p9940_train_00669_label0_pred1.jpg
mislabel_score_v2_add,9,train_00132,0.988491112719597,0,1,0.980725646018982,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00132.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank009_mislabel_score_v2_add_0p9885_train_00132_label0_pred1.jpg
mislabel_score_v2_add,10,train_01102,0.9783150186520287,1,0,0.9635257720947266,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01102.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank010_mislabel_score_v2_add_0p9783_train_01102_label1_pred0.jpg
mislabel_score_v2_add,11,train_00570,0.9775817386256783,1,0,0.962280571460724,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00570.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank011_mislabel_score_v2_add_0p9776_train_00570_label1_pred0.jpg
mislabel_score_v2_add,12,train_00975,0.9661699858465795,1,0,0.942798674106598,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00975.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank012_mislabel_score_v2_add_0p9662_train_00975_label1_pred0.jpg
mislabel_score_v2_add,13,train_00784,0.959734025873763,1,0,0.9995566606521606,0.0,1.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00784.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank013_mislabel_score_v2_add_0p9597_train_00784_label1_pred0.jpg
mislabel_score_v2_add,14,train_01100,0.9592131013529774,1,0,0.9986880421638488,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01100.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank014_mislabel_score_v2_add_0p9592_train_01100_label1_pred0.jpg
mislabel_score_v2_add,15,train_01265,0.9587536889067578,1,0,0.9979217648506165,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01265.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank015_mislabel_score_v2_add_0p9588_train_01265_label1_pred0.jpg
mislabel_score_v2_add,16,train_00591,0.9586075621560666,1,0,0.9976779222488404,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00591.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank016_mislabel_score_v2_add_0p9586_train_00591_label1_pred0.jpg
mislabel_score_v2_add,17,train_00518,0.954422328437667,0,1,0.922537088394165,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00518.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank017_mislabel_score_v2_add_0p9544_train_00518_label0_pred1.jpg
mislabel_score_v2_add,18,train_00514,0.952215039427716,1,0,0.9869827032089232,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00514.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank018_mislabel_score_v2_add_0p9522_train_00514_label1_pred0.jpg
mislabel_score_v2_add,19,train_01122,0.951997305665426,0,1,0.9183279275894164,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01122.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank019_mislabel_score_v2_add_0p9520_train_01122_label0_pred1.jpg
mislabel_score_v2_add,20,train_01300,0.9459498130158273,1,0,0.9764442443847656,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01300.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank020_mislabel_score_v2_add_0p9459_train_01300_label1_pred0.jpg
mislabel_score_v2_add,21,train_00597,0.9417983017492537,1,0,0.9694302082061768,0.0,1.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00597.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank021_mislabel_score_v2_add_0p9418_train_00597_label1_pred0.jpg
mislabel_score_v2_add,22,train_01118,0.9345260682678898,1,0,0.8877254128456116,0.0,1.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01118.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank022_mislabel_score_v2_add_0p9345_train_01118_label1_pred0.jpg
mislabel_score_v2_add,23,train_00006,0.9329468907931278,1,0,0.9543914198875428,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00006.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank023_mislabel_score_v2_add_0p9329_train_00006_label1_pred0.jpg
mislabel_score_v2_add,24,train_00912,0.9309838668812518,0,1,0.8814601898193359,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00912.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank024_mislabel_score_v2_add_0p9310_train_00912_label0_pred1.jpg
mislabel_score_v2_add,25,train_00023,0.9269036913441938,0,1,0.8742175102233887,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00023.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank025_mislabel_score_v2_add_0p9269_train_00023_label0_pred1.jpg
mislabel_score_v2_add,26,train_01186,0.9265049882240234,1,0,0.8735083341598511,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01186.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank026_mislabel_score_v2_add_0p9265_train_01186_label1_pred0.jpg
mislabel_score_v2_add,27,train_00816,0.9078570492479179,1,0,0.9111201763153076,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00816.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank027_mislabel_score_v2_add_0p9079_train_00816_label1_pred0.jpg
mislabel_score_v2_add,28,train_00119,0.9069089745034806,1,0,0.9094659090042114,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00119.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank028_mislabel_score_v2_add_0p9069_train_00119_label1_pred0.jpg
mislabel_score_v2_add,29,train_00199,0.9040937197179231,1,0,0.9045449495315552,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00199.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank029_mislabel_score_v2_add_0p9041_train_00199_label1_pred0.jpg
mislabel_score_v2_add,30,train_00280,0.9016124633264305,1,0,0.969115674495697,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00280.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank030_mislabel_score_v2_add_0p9016_train_00280_label1_pred0.jpg
mislabel_score_v2_add,31,train_00298,0.8996263283849204,1,0,0.8967099785804749,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00298.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank031_mislabel_score_v2_add_0p8996_train_00298_label1_pred0.jpg
mislabel_score_v2_add,32,train_00799,0.8960459128266933,0,1,0.8185083866119385,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00799.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank032_mislabel_score_v2_add_0p8960_train_00799_label0_pred1.jpg
mislabel_score_v2_add,33,train_01130,0.8849050477328377,1,0,0.8869816660881042,0.04477004477004475,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01130.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank033_mislabel_score_v2_add_0p8849_train_01130_label1_pred0.jpg
mislabel_score_v2_add,34,train_01290,0.8841727449607412,1,0,0.7966130375862122,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01290.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank034_mislabel_score_v2_add_0p8842_train_01290_label1_pred0.jpg
mislabel_score_v2_add,35,train_00633,0.8793711980956544,0,1,0.787682294845581,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00633.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank035_mislabel_score_v2_add_0p8794_train_00633_label0_pred1.jpg
mislabel_score_v2_add,36,train_00188,0.8761252182367625,1,0,0.8549486994743347,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00188.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank036_mislabel_score_v2_add_0p8761_train_00188_label1_pred0.jpg
mislabel_score_v2_add,37,train_00241,0.8431368042860263,1,0,0.7946898937225342,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00241.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank037_mislabel_score_v2_add_0p8431_train_00241_label1_pred0.jpg
mislabel_score_v2_add,38,train_00160,0.8405228135632112,1,0,0.8628343939781189,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00160.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank038_mislabel_score_v2_add_0p8405_train_00160_label1_pred0.jpg
mislabel_score_v2_add,39,train_00964,0.8398288721921914,0,1,0.788535475730896,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00964.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank039_mislabel_score_v2_add_0p8398_train_00964_label0_pred1.jpg
mislabel_score_v2_add,40,train_00302,0.8360613697555672,1,0,0.8548340201377869,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00302.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank040_mislabel_score_v2_add_0p8361_train_00302_label1_pred0.jpg
mislabel_score_v2_add,41,train_01197,0.8066222522745534,0,1,0.6464552879333496,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01197.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank041_mislabel_score_v2_add_0p8066_train_01197_label0_pred1.jpg
mislabel_score_v2_add,42,train_00040,0.8052117760368651,0,1,0.722811222076416,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00040.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank042_mislabel_score_v2_add_0p8052_train_00040_label0_pred1.jpg
mislabel_score_v2_add,43,train_00706,0.7450850529798203,0,1,0.5167620182037354,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00706.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank043_mislabel_score_v2_add_0p7451_train_00706_label0_pred1.jpg
mislabel_score_v2_add,44,train_00915,0.7420206467255537,1,0,0.6773403882980347,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00915.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank044_mislabel_score_v2_add_0p7420_train_00915_label1_pred0.jpg
mislabel_score_v2_add,45,train_00026,0.7294357065310326,1,0,0.6521414518356323,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00026.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank045_mislabel_score_v2_add_0p7294_train_00026_label1_pred0.jpg
mislabel_score_v2_add,46,train_01069,0.7186599300904658,0,1,0.6302554607391357,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01069.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank046_mislabel_score_v2_add_0p7187_train_01069_label0_pred1.jpg
mislabel_score_v2_add,47,train_01172,0.6663670276918856,0,1,0.4291419982910156,0.0,0.5625,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01172.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank047_mislabel_score_v2_add_0p6664_train_01172_label0_pred1.jpg
mislabel_score_v2_add,48,train_00796,0.6645972344075084,0,1,0.328149676322937,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_00796.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank048_mislabel_score_v2_add_0p6646_train_00796_label0_pred1.jpg
mislabel_score_v2_add,49,train_01216,0.6589632063253871,1,0,0.7064676880836487,0.10989010989010996,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01216.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank049_mislabel_score_v2_add_0p6590_train_01216_label1_pred0.jpg
mislabel_score_v2_add,50,train_01337,0.6080258057363253,1,0,0.6492944359779358,0.0,0.0,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/data/RS18B/train/train_01337.jpg,/home/thkim0/github/AIFFEL_quest_rs/MainQuest/Quest02/outputs/trackB_070103_v2_20260701_223101/mislabel_top100_images/mislabel_score_v2_add/rank050_mislabel_score_v2_add_0p6080_train_01337_label1_pred0.jpg
